f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Femke,Matthes,M,505,536-8975,HACHITA,NM,88040,S,Y,95000,5.3,3300,0,3300
Sorel,Perschbacher,M,520,846-2768,DOUGLAS,AZ,85608,M,Y,20000,3.0249999,0,4200,2300
Yusuf,Carrere,M,586,308-4506,SOUTHFIELD,MI,48076,S,Y,65000,3.9,3100,0,3100
Anirvan,Graber,M,606,965-4342,LOUISVILLE,KY,40252,S,N,55000,4.888889,20,0,0
Narcis,Walstra,F,870,713-4977,LITTLE ROCK,AR,72202,S,N,85000,7.0,20,0,0
Yvo,Zapico,F,361,852-4165,SAN ANTONIO,TX,78261,S,N,85000,0.0,0,0,0
Harold,Meitner,F,317,985-7695,CEDAR GROVE,IN,47016,S,Y,55000,3.4,1000,0,1000
Adelinde,Korbar,M,636,195-1919,JEFFERSON CITY,MO,65102,M,N,80000,6.0,0,4200,0
Salim,Bazgan,F,307,625-3768,POWELL,WY,82435,S,N,25000,0.0,0,0,0
Jai,Gheorghiu,F,435,565-3480,HOLDEN,UT,84636,S,Y,65000,7.0,2475,0,2475
Jinyan,Bolliger,F,505,151-9367,LAS CRUCES,NM,88005,S,Y,70000,5.3,3300,0,3300
Jarno,Mackenthun,F,701,984-2320,FARGO,ND,58102,M,N,70000,2.5671675,0,6600,0
Wolf,Raghavendra,F,234,488-7764,NAVARRE,OH,44662,S,Y,35000,1.7078462,1300,0,1300
Ludger,Cardinael,M,479,798-8591,BISMARCK,AR,71929,S,Y,80000,7.0,20,0,20
Xavier,Capucciati,F,907,957-3091,ANCHORAGE,AK,99501,S,N,50000,0.0,0,0,0-*
Somesh,Kushnir,M,857,908-5385,EAST WALPOLE,MA,2032,S,N,85000,5.3,3575,0,0
Margo,Ranka,M,727,289-3365,HIALEAH,FL,33017,S,Y,15000,0.0,0,0,0
Kap,Blumrich,M,701,532-2879,PILLSBURY,ND,58065,M,Y,5000,2.1,0,6600,3300
Sampalli,Capalbo,F,215,448-9715,PHILADELPHIA,PA,19153,S,N,15000,3.07,0,0,0
Jamshed,Wuthrich,M,808,517-1266,KAHULUI,HI,96732,M,Y,70000,8.25,0,2080,1040
Kewen,Moshkow,M,917,571-7235,HECTOR,NY,14841,S,Y,15000,4.040549,0,0,1000
Guijun,Sokolin,F,856,319-3629,ATCO,NJ,8004,S,N,85000,2.4251041,1000,0,0
Cyrille,Geldenhuys,F,605,486-3174,TRENT,SD,57065,S,N,40000,0.0,0,0,0
Messaoud,Hooman,M,360,458-5924,YAKIMA,WA,98908,S,N,80000,0.0,0,0,0
Lorinda,Wolte,F,307,851-4738,SARATOGA,WY,82331,M,N,55000,0.0,0,0,0
Hilari,Averbuch,F,208,613-3735,BOISE,ID,83756,M,Y,55000,7.8,0,6600,3300
Richara,Windisch,F,702,767-8004,TONOPAH,NV,89049,M,Y,85000,0.0,0,0,0
Edward,Scherf,F,302,817-6450,LITTLE CREEK,DE,19961,S,Y,65000,5.95,110,0,110
Tadanori,Kain,M,901,512-4392,MEMPHIS,TN,38112,S,Y,90000,0.0,0,0,0
Joos,Post,F,205,698-8536,BIRMINGHAM,AL,35201,M,N,100000,5.0,0,3000,0
Reto,Bae,M,720,180-9583,FREDERICK,CO,80530,S,Y,75000,4.63,0,0,0
Karen,Reinhart,F,505,855-4594,ZUNI,NM,87327,M,Y,95000,5.3,0,6600,3300
Mihhail,Tsotsos,M,775,242-6035,RENO,NV,89503,M,Y,35000,0.0,0,0,0
Usko,Takiguchi,M,631,358-2955,VERPLANCK,NY,10596,M,Y,80000,4.4170732,0,0,1000
Gheorghe,Schulmeyer,F,308,539-4112,LONG PINE,NE,69217,S,Y,40000,6.84,103,0,103
Isabella,Puryear,M,702,807-6315,AMARGOSA VALLEY,NV,89020,M,Y,55000,0.0,0,0,0
Almira,Nishimura,M,718,332-9054,ROCHESTER,NY,14625,M,Y,80000,4.4170732,0,0,1000
Rosmarie,Dorkenoo,F,304,531-8177,DAVIS,WV,26260,M,N,70000,6.5,0,4000,0
Moray,Beraud,F,308,396-5685,LONG PINE,NE,69217,M,N,50000,6.84,0,206,0
Anupam,Taimanov,F,208,718-1675,WILDER,ID,83676,S,N,85000,7.8,3300,0,0
Chendong,Strausfeld,F,785,120-6624,MANHATTAN,KS,66502,S,Y,50000,6.45,2250,0,2250
Sivakumar,Staggers,F,605,271-1929,LETCHER,SD,57359,S,N,90000,0.0,0,0,0
Wilfred,Sigstam,M,878,513-4004,WAMPUM,PA,16157,M,N,30000,3.07,0,0,0
Masahiko,Lessing,F,774,798-3709,MILLERS FALLS,MA,1349,S,Y,45000,5.3,3575,0,1000
Tino,Rugge,M,402,708-9398,BIG SPRINGS,NE,69122,M,Y,60000,6.84,0,206,103
Jun,Bestavros,M,870,686-1271,GILLETT,AR,72055,S,N,20000,4.9682083,20,0,0
Germain,Leemeijer,F,808,538-2498,HAKALAU,HI,96710,M,N,50000,8.25,0,2080,0
Muhsen,Matteucci,F,402,157-2288,LINCOLN,NE,68542,M,Y,40000,6.84,0,206,103
Chandrajit,Cicchetti,M,304,323-3153,PARKERSBURG,WV,26106,S,N,45000,5.45,2000,0,0
Vijayaraghavan,Konuru,M,802,987-3273,LOWER WATERFORD,VT,5848,M,Y,15000,3.6,0,6600,3300
Swati,Gubsky,M,719,107-6437,ORDWAY,CO,81063,S,Y,45000,4.63,0,0,0
Brook,Clack,M,906,278-9059,SAGINAW,MI,48606,M,N,45000,3.9,0,6200,0
Svietlana,Thimbleby,F,740,847-5282,ROCK CAMP,OH,45675,S,N,35000,1.7078462,1300,0,0
Madanpal,Tuecke,M,605,493-9085,NEW UNDERWOOD,SD,57761,M,Y,25000,0.0,0,0,0
Yumiko,Pietak,M,308,985-6592,OMAHA,NE,68112,S,Y,80000,6.84,103,0,103
Shinsuke,Collart,M,928,131-4520,KEAMS CANYON,AZ,86034,S,N,90000,4.11,2100,0,0
Jitian,Kheirbek,F,706,584-6593,HAMILTON,GA,31811,S,Y,20000,6.0,2700,0,3000
Gwang,Delchamps,M,406,244-3040,MOLT,MT,59057,M,N,5000,2.3732758,0,3800,0
Andreas,Gurzi,M,701,392-4517,FORT YATES,ND,58538,S,Y,35000,2.161439,3300,0,3300
Inger,Inada,F,207,492-4397,CLIFF ISLAND,ME,4019,M,N,95000,8.5,0,5700,0
Waqar,Borgstrom,M,775,230-3197,INCLINE VILLAGE,NV,89452,M,N,65000,0.0,0,0,0
Guttorm,Ainhirn,M,303,755-5198,COLORADO SPRINGS,CO,80928,S,N,40000,4.63,0,0,0
Nabanita,Varsek,M,720,810-5169,WOODROW,CO,80757,S,Y,35000,4.63,0,0,0
Weiwu,Crampes,M,909,258-6491,PLYMOUTH,CA,95669,M,Y,75000,9.3,0,174,272
Berndt,Rosenblum,M,660,826-4768,OLDFIELD,MO,65720,S,Y,95000,6.0,2100,0,1200
Hakon,Leith,F,402,669-2118,WILSONVILLE,NE,69046,S,Y,55000,6.84,103,0,103
Olov,Klinke,F,414,569-8871,WATERLOO,WI,53594,M,Y,5000,4.6,0,1400,400
Gokhan,Trehan,F,516,738-6002,YONKERS,NY,10710,S,Y,80000,4.4170732,0,0,1000
Anja,Buchinger,F,812,394-5810,ANDERSON,IN,46017,M,N,85000,3.4,0,2000,0
Juraj,Popplestone,F,307,747-8572,GLENROCK,WY,82637,M,N,100000,0.0,0,0,0
Adib,Razum,M,435,164-5666,SPRING CITY,UT,84662,M,Y,35000,7.0,0,4950,2475
Yevgeniy,Steenstrup,F,234,743-6567,GEORGETOWN,OH,45121,M,Y,100000,3.8655128,0,2600,1300
Naohiko,Loyot,M,302,118-2898,DOVER AFB,DE,19902,S,Y,5000,2.2,110,0,110
Archita,Steinparz,F,775,853-3366,LAS VEGAS,NV,89178,S,N,95000,0.0,0,0,0
Lanju,Goldson,F,603,977-4421,NEWBURY,NH,3255,S,Y,85000,0.0,0,0,0
Henryk,Hallowell,M,952,103-7000,IRONTON,MN,56455,S,N,70000,7.85,3300,0,0
Tzusheng,Ghalwash,F,586,378-2800,STOCKBRIDGE,MI,49285,S,N,75000,3.9,3100,0,0
Michiko,Blus,F,615,649-2879,DUKEDOM,TN,38226,M,N,75000,0.0,0,0,0
Meurig,Antos,M,208,575-3600,PORTHILL,ID,83853,S,Y,80000,7.8,3300,0,3300
Makato,Kikuchi,F,605,948-9173,SIOUX FALLS,SD,57101,M,Y,40000,0.0,0,0,0
Reda,Farkh,F,413,367-7890,HARWICH,MA,2645,S,Y,20000,5.3,3575,0,1000
Gihwan,Tzvieli,M,386,180-9083,BROOKSVILLE,FL,34601,M,Y,95000,0.0,0,0,0
Margareta,Sundaresh,F,802,980-5616,CHESTER,VT,5143,S,N,15000,3.6,3300,0,0
Edjard,Halova,M,618,212-9552,CHICAGO,IL,60666,S,Y,40000,3.0,2000,0,2000
Coimbatore,Meinke,M,901,479-8610,NASHVILLE,TN,37246,M,N,45000,0.0,0,0,0
Mike,Cleary,F,601,658-6103,COLUMBUS,MS,39702,S,Y,70000,5.0,6000,0,1500
Noriharu,Eyre,F,580,994-2047,MILLERTON,OK,74750,S,Y,5000,3.0555556,1000,0,1000
Mikio,Bertelsen,M,785,211-9861,GARNETT,KS,66032,S,Y,80000,6.45,2250,0,2250
Yurii,Pavani,F,208,559-7265,REXBURG,ID,83441,S,Y,100000,7.8,3300,0,3300
Aloys,Monnier,F,816,289-7579,LIBERTY,MO,64068,M,Y,15000,6.0,0,4200,1200
Binto,Shephard,F,646,273-6539,CORNWALLVILLE,NY,12418,M,Y,60000,4.3012195,0,0,1000
Kaila,Goldschmidt,F,901,831-5173,DARDEN,TN,38328,M,N,35000,0.0,0,0,0
Ioanis,Kruyt,F,603,526-3314,PORTSMOUTH,NH,3803,S,Y,5000,0.0,0,0,0
Jayakrishnan,Muhlenbein,M,620,758-6622,LEAWOOD,KS,66209,M,Y,90000,6.45,0,4500,2250
Dipen,Rahola,F,319,985-7771,ELKADER,IA,52043,M,N,45000,7.111101,0,80,0
Vania,Lundstrom,F,939,955-6640,SAN JUAN,PR,955,M,N,45000,0.0,0,0,0
Jool,Forin,M,706,697-8204,ARNOLDSVILLE,GA,30619,S,N,15000,6.0,2700,0,0
Zahira,Cowan,F,856,951-4203,OCEAN GROVE,NJ,7756,M,N,85000,2.4251041,0,2000,0
Arvind,Littlewood,F,224,114-3392,SPARLAND,IL,61565,S,Y,45000,3.0,2000,0,2000
Hsu,Eilertsen,F,718,136-2852,MORAVIA,NY,13118,M,Y,50000,4.243293,0,0,1000
Joylyn,Olsztyn,M,505,805-6301,PICACHO,NM,88343,S,N,50000,5.3,3300,0,0
Nadia,Sridhar,F,501,258-2911,BRINKLEY,AR,72021,S,Y,50000,7.0,20,0,20
Akhtar,Normoyle,F,702,137-4820,LAS VEGAS,NV,89162,S,Y,45000,0.0,0,0,0
Shyjan,Kontio,F,918,463-3668,ATWOOD,OK,74827,M,Y,50000,6.25,0,2000,1000
Tesuro,Georgakopoulos,F,504,824-7378,EROS,LA,71238,S,Y,40000,6.0,4500,0,1000
Gunnvald,McElwain,M,602,173-2162,PINEDALE,AZ,85934,M,N,20000,3.0249999,0,4200,0
CongDuc,Quinke,F,636,859-6224,MOBERLY,MO,65270,M,Y,70000,6.0,0,4200,1200
Mien,Mutschke,F,207,445-7573,SAINT DAVID,ME,4773,M,N,85000,8.5,0,5700,0
Mukesh,Berrisford,M,618,272-3854,SCHAUMBURG,IL,60196,S,Y,25000,3.0,2000,0,2000
Ferrante,Tawera,M,607,553-6196,MANNSVILLE,NY,13661,M,N,35000,4.1564026,0,0,0
Share,Jolfaei,M,989,776-9996,BESSEMER,MI,49911,M,Y,100000,3.9,0,6200,3100
Vaishnavi,Worfolk,M,234,616-4342,CARDINGTON,OH,43315,S,Y,25000,1.3758974,1300,0,1300
Gookhai,Haddawy,M,401,355-3397,NORTH KINGSTOWN,RI,2854,M,Y,70000,0.0,0,0,0
Lui,Shedroff,F,409,203-4056,MACDONA,TX,78054,M,Y,40000,0.0,0,0,0
Thad,Sadowsky,M,618,789-1274,ELBURN,IL,60119,M,Y,55000,3.0,0,4000,2000
Kunyung,Sartori,F,402,998-9298,DECATUR,NE,68020,M,Y,35000,6.84,0,206,103
Vern,Yonezaki,F,620,152-3481,MCPHERSON,KS,67460,M,Y,60000,6.45,0,4500,2250
Ilyong,Flavell,M,208,153-9653,HARVARD,ID,83834,M,N,85000,7.8,0,6600,0
Jeff,Kasi,M,615,335-5306,CROSSVILLE,TN,38555,S,N,40000,0.0,0,0,0
Sahibsingh,Hodas,F,406,521-6527,RED LODGE,MT,59068,M,Y,80000,6.9,0,3800,1900
Etta,Ndiaye,M,314,681-3624,FLORENCE,MO,65329,S,Y,85000,6.0,2100,0,1200
Hiroaki,Forslund,M,989,509-2294,BRIMLEY,MI,49715,S,Y,55000,3.9,3100,0,3100
Zongji,Majewski,F,330,462-2644,WEST FARMINGTON,OH,44491,M,Y,90000,3.533564,0,2600,1300
Gherin,Hooker,M,608,767-7992,LAKE TOMAHAWK,WI,54539,M,Y,30000,4.967658,0,1400,400
Lorinda,Frattolillo,F,302,557-3616,NASSAU,DE,19969,S,N,55000,5.609091,110,0,0
Rokia,Craddock,F,307,342-8355,BANNER,WY,82832,M,N,45000,0.0,0,0,0
Zhu,Broscius,F,608,176-9081,CABLE,WI,54821,S,N,75000,5.7495394,700,0,0
Jongwon,Josifovski,F,401,343-1892,MAPLEVILLE,RI,2839,M,N,85000,0.0,0,0,0
Klichiro,Rosar,M,918,805-2601,RED ROCK,OK,74651,M,N,10000,6.25,0,2000,0
Fatih,Murdoch,F,907,887-3151,SAINT MICHAEL,AK,99659,S,N,50000,0.0,0,0,0-*
Ender,Ohsie,M,701,496-1233,NEW LEIPZIG,ND,58562,S,Y,70000,2.5671675,3300,0,3300
Sherman,Mauceri,M,970,996-6621,DENVER,CO,80223,S,N,35000,4.63,0,0,0
Tonjua,Standish,M,507,379-3783,BOWSTRING,MN,56631,M,N,20000,5.35,0,6600,0
Gerco,Sander,M,401,473-6089,PROVIDENCE,RI,2901,M,Y,10000,0.0,0,0,0
Martii,Birtle,F,406,374-9803,CAMERON,MT,59720,S,N,25000,6.9,1900,0,0
Jin,Tolle,M,731,960-2015,ROCKWOOD,TN,37854,S,N,95000,0.0,0,0,0
Naiem,Hopcroft,M,435,306-1228,SALT LAKE CITY,UT,84127,M,Y,50000,7.0,0,4950,2475
Qinru,Braschi,F,304,603-7673,HAMLIN,WV,25523,M,N,70000,6.5,0,4000,0
Erann,Hobby,M,406,582-9043,SILVER STAR,MT,59751,M,N,80000,6.9,0,3800,0
Raid,Murtha,M,770,237-8905,ATLANTA,GA,30349,S,Y,40000,6.0,2700,0,3000
Keitaro,Joichi,M,505,179-7650,MAXWELL,NM,87728,S,N,85000,5.3,3300,0,0
Tushar,Pikalev,F,203,801-7857,EAST LYME,CT,6333,S,Y,25000,5.0,12750,0,0
Hiu,Gravano,M,775,984-2674,LAS VEGAS,NV,89165,M,Y,95000,0.0,0,0,0
Erina,Serov,M,931,148-6410,CROSSVILLE,TN,38555,M,N,30000,0.0,0,0,0
Krys,Rimmek,F,307,974-1592,MIDWEST,WY,82643,S,N,90000,0.0,0,0,0
Francisca,Brabec,F,602,192-2950,HUALAPAI,AZ,86412,M,N,10000,2.87,0,4200,0
Kazutaki,Vignollet,M,430,229-2264,BELLEVUE,TX,76228,S,Y,55000,0.0,0,0,0
Papa,O''Cinneide,F,989,419-7051,WHITTAKER,MI,48190,M,Y,10000,3.9,0,6200,3100
Kireeti,Swab,M,801,818-8318,CEDAR VALLEY,UT,84013,M,N,5000,7.0,0,4950,0
Avi,Varhegyi,F,517,727-6048,VERNON,MI,48476,M,Y,70000,3.9,0,6200,3100
Mila,Popken,F,775,722-8507,LOGANDALE,NV,89021,M,Y,95000,0.0,0,0,0
Ayellet,Mottet,M,605,843-8763,HARRISBURG,SD,57032,S,N,80000,0.0,0,0,0
Hirohisa,Szilard,M,605,237-4217,SIOUX FALLS,SD,57103,M,N,100000,0.0,0,0,0
Dursun,Handreke,F,423,211-3291,KNOXVILLE,TN,37938,M,Y,15000,0.0,0,0,0
Minwen,Trivedi,F,304,638-4119,IVYDALE,WV,25113,S,N,40000,5.1000004,2000,0,0
Alf,Narasayya,M,678,876-4972,ALBANY,GA,31702,M,Y,40000,6.0,0,5400,3000
Xiufeng,Nagasawa,F,402,911-2247,OFFUTT A F B,NE,68113,S,N,40000,6.84,103,0,0
Wonyong,Iijima,F,937,224-2959,NEW STRAITSVILLE,OH,43766,M,Y,65000,2.7036924,0,2600,1300
Peikun,Leahy,F,314,327-6581,DORA,MO,65637,S,N,15000,6.0,2100,0,0
Subhodev,Koehl,F,323,471-8113,SANTA ANA,CA,92702,S,N,85000,9.3,87,0,0
Ransom,Parfitt,M,605,273-5001,CLAIRE CITY,SD,57224,S,N,75000,0.0,0,0,0
Kristin,Gurbaxani,F,401,873-5201,PROVIDENCE,RI,2901,M,N,25000,0.0,0,0,0
Agha,Bodlaender,F,787,395-8959,RIO GRANDE,PR,745,S,Y,90000,0.0,0,0,0
Hannu,Hedger,M,302,405-3958,WILMINGTON,DE,19810,S,N,5000,2.2,110,0,0
Samit,Varman,F,813,533-8315,OTTER CREEK,FL,32683,S,N,15000,0.0,0,0,0
Regis,Odubiyi,M,716,716-4519,LYONS,NY,14489,M,N,30000,4.127439,0,0,0
Shiva,Berghe,M,907,884-1711,POINT BAKER,AK,99927,M,Y,90000,0.0,0,0,0
Cevdet,Vigier,M,402,930-2292,BOYS TOWN,NE,68010,M,Y,30000,6.84,0,206,103
Rafael,Kaisler,F,662,401-1497,DREW,MS,38737,M,Y,55000,5.0,0,12000,1500
Krishan,Mostrel,M,678,265-8228,GUYTON,GA,31312,M,N,50000,6.0,0,5400,0
Jonanthan,Tadokoro,F,302,307-7254,FRANKFORD,DE,19945,M,Y,90000,5.95,0,220,110
Prahlad,Chelegatski,M,224,705-8146,INDUSTRY,IL,61440,S,Y,95000,3.0,2000,0,2000
Hao,Konikowska,F,505,159-8738,SANTA FE,NM,87501,S,N,55000,5.3,3300,0,0
Maneesh,Hollenberg,M,612,983-8961,SAINT PAUL,MN,55118,S,Y,80000,7.85,3300,0,3300
Baziley,Takeoka,M,541,512-8710,DUFUR,OR,97021,S,N,35000,9.0,159,0,0
Izidor,Addyman,M,503,202-1598,ENTERPRISE,OR,97828,M,Y,65000,9.0,0,318,159
Osaaki,Cazalens,M,763,823-3541,PONEMAH,MN,56666,M,N,15000,5.35,0,6600,0
Fangju,Forre,F,256,573-7948,RUSSELLVILLE,AL,35653,M,Y,85000,5.0,0,3000,300
Kate,Voorhoeve,M,402,796-1016,STRANG,NE,68444,S,N,5000,3.0217428,103,0,0
Amnon,Venkataraman,F,907,305-5396,EAGLE,AK,99738,S,Y,65000,0.0,0,0,0
Danial,Nabli,M,785,421-7272,CASSODAY,KS,66842,S,N,40000,6.45,2250,0,0
Sethuraman,Kakkad,F,716,530-7059,ROCHESTER,NY,14652,M,Y,10000,4.011585,0,0,1000
Liv,Hanafy,F,212,878-9305,MARILLA,NY,14102,M,N,90000,4.475,0,0,0
Sigeru,Rahimi,M,660,951-4270,SAINT ANN,MO,63074,M,Y,5000,3.75,0,4200,1200
Corneliu,Col,M,724,634-9555,PHILADELPHIA,PA,19147,M,Y,10000,3.07,0,0,0
Jahangir,Bergamini,M,302,772-1462,WILMINGTON,DE,19892,S,Y,95000,5.95,110,0,110
Vempala,Feldmann,M,843,140-5286,CARLISLE,SC,29031,M,N,20000,7.0,0,6600,0
Chiara,Lagnier,M,678,584-8320,KATHLEEN,GA,31047,S,N,50000,6.0,2700,0,0
Zhengping,Feltelson,F,808,963-5987,HALEIWA,HI,96712,S,Y,100000,8.25,1040,0,1040
Erez,Meusel,M,706,936-3432,RESACA,GA,30735,S,N,75000,6.0,2700,0,0
Ada,Abawajy,F,425,750-1920,MERCER ISLAND,WA,98040,S,Y,50000,0.0,0,0,0
Aito,Thies,F,302,755-1141,KENTON,DE,19955,S,N,90000,5.95,110,0,0
Yaron,Hoffert,M,407,147-1619,PALATKA,FL,32178,M,Y,25000,0.0,0,0,0
Changfeng,Baar,M,256,505-4206,GRAHAM,AL,36263,M,Y,50000,5.0,0,3000,300
Rolando,Rozen,F,207,492-2377,LEEDS,ME,4263,M,N,5000,2.2135036,0,5700,0
Gerold,Gianantonio,F,913,711-4862,CATHARINE,KS,67627,M,Y,45000,6.45,0,4500,2250
Ferrante,Kriplani,M,704,755-3488,FAITH,NC,28041,M,Y,40000,6.571678,0,6600,3300
Brian,Schwiegelshohn,M,620,999-8869,PERU,KS,67360,S,N,75000,6.45,2250,0,0
Akhtar,McFarlane,F,515,959-5396,DES MOINES,IA,50395,M,N,40000,6.339211,0,80,0
Vyjayanti,Matthijssen,M,808,618-9442,KOLOA,HI,96756,S,N,55000,8.25,1040,0,0
Zamir,Tangiguchi,M,862,309-9722,CLEMENTON,NJ,8021,S,Y,95000,2.5828125,1000,0,1500
Ramkrishnan,Dorkenoo,F,606,953-6465,FORT KNOX,KY,40121,S,Y,90000,6.0,20,0,20
Mirco,Nerjes,F,606,246-2463,LIVERMORE,KY,42352,S,N,40000,4.0555553,20,0,0
Constantin,Kadur,F,860,194-5936,UNIONVILLE,CT,6087,S,N,20000,5.0,12750,0,0
Hongbo,Kinoshita,M,651,903-1409,MINNEAPOLIS,MN,55460,S,N,85000,7.85,3300,0,0
Senol,Sione,M,907,366-1989,ILIAMNA,AK,99606,M,N,10000,0.0,0,0,0-*
Kohkichi,Traunmuller,M,860,269-4687,STAMFORD,CT,6925,M,Y,45000,5.0,0,24500,0
Kalyanmoy,Hendrix,M,440,712-9507,STOUTSVILLE,OH,43154,S,Y,55000,2.3717437,1300,0,1300
Eitesu,Terzopoulos,F,231,292-9601,FOWLER,MI,48835,M,N,15000,3.9,0,6200,0
Zhenzhou,Kreutzer,F,907,403-8864,KOTLIK,AK,99620,S,N,20000,0.0,0,0,0-*
Aito,Mossack,F,646,158-5548,SALAMANCA,NY,14779,S,Y,45000,4.2143292,0,0,1000
Marjorie,Stiemerling,M,503,999-9169,SALEM,OR,97308,S,Y,75000,9.0,159,0,159
Mauno,Kacprzyk,M,325,280-9864,GOLDSMITH,TX,79741,S,Y,10000,0.0,0,0,0
Mansur,Nassar,F,712,737-8569,HAVERHILL,IA,50120,M,N,65000,8.98,0,80,0
Mana,English,F,239,102-8149,MIDWAY,FL,32343,S,N,85000,0.0,0,0,0
Keven,Hubbers,F,785,166-3549,SEDGWICK,KS,67135,S,N,100000,6.45,2250,0,0
Oriol,Billington,F,906,589-5783,ANN ARBOR,MI,48108,M,N,60000,3.9,0,6200,0
Vishv,Biagini,M,307,244-1178,ENCAMPMENT,WY,82325,M,N,30000,0.0,0,0,0
Takaaki,Gouy,F,907,939-5474,ANCHORAGE,AK,99502,M,N,25000,0.0,0,0,0-*
Nejib,Benatallah,M,915,364-5527,DONIE,TX,75838,M,N,70000,0.0,0,0,0
Hiro,Felice,F,605,806-9087,WAUBAY,SD,57273,S,Y,40000,0.0,0,0,0
Loganath,Akl,M,540,887-8017,KEYSVILLE,VA,23947,M,Y,20000,5.75,0,1800,900
Qingxun,Blaine,M,701,340-3189,DICKEY,ND,58431,M,N,50000,2.3353226,0,6600,0
Ivelin,Terral,F,801,687-3120,WEST JORDAN,UT,84088,M,N,75000,7.0,0,4950,0
Dusanka,Witschorik,M,952,709-8524,MADISON,MN,56256,S,N,95000,7.85,3300,0,0
Hosam,Gohara,F,202,739-7741,WASHINGTON,DC,20542,M,Y,65000,9.0,0,2740,1370
Allesandro,Villano,F,682,689-3353,LYONS,TX,77863,M,N,90000,0.0,0,0,0
Gang,Pedrotti,M,907,245-2838,CHIGNIK LAGOON,AK,99565,S,N,75000,0.0,0,0,0-*
Chitra,Scardovelli,M,202,334-4620,WASHINGTON,DC,20038,M,Y,80000,9.0,0,2740,1370
Mordechay,Miyakawa,M,937,372-6860,HAYDENVILLE,OH,43127,S,N,70000,2.8696666,1300,0,0
Tomonobu,Yemenis,M,207,235-2143,CUTLER,ME,4626,S,Y,95000,8.5,2850,0,2850
Vojislav,Chander,M,413,624-9148,OXFORD,MA,1540,S,Y,55000,5.3,3575,0,1000
Roddy,Pikalev,M,312,801-8611,WEST CHICAGO,IL,60185,M,Y,75000,3.0,0,4000,2000
Golgen,Herget,F,360,142-2708,RENTON,WA,98058,M,Y,65000,0.0,0,0,0
Kenton,Sandin,M,618,476-8257,MARK,IL,61340,S,N,95000,3.0,2000,0,0
Shaz,Ramalingam,F,574,957-2354,FOUNTAIN CITY,IN,47341,S,N,25000,3.4,1000,0,0
Algimantas,Fraisse,M,404,717-9648,NEWNAN,GA,30264,S,N,35000,6.0,2700,0,0
Subhash,Viragh,F,701,644-7767,LAMOURE,ND,58458,S,Y,35000,2.161439,3300,0,3300
Mituhiro,Vignat,F,754,211-2013,SARASOTA,FL,34260,S,N,40000,0.0,0,0,0
Raymoond,Deco,M,602,300-7526,SCOTTSDALE,AZ,85259,S,Y,95000,4.1875,2100,0,2300
Arundhati,Adi,M,702,882-1440,LAS VEGAS,NV,89156,S,N,80000,0.0,0,0,0
Cathryn,Steketee,F,406,230-9052,DUPUYER,MT,59432,M,Y,45000,6.9,0,3800,1900
Jamal,Date,F,207,760-8922,LEWISTON,ME,4241,S,N,5000,2.2135036,2850,0,0
Kunihiro,Rado,F,208,254-9752,HOLBROOK,ID,83243,M,Y,85000,7.8,0,6600,3300
Rudie,Lenart,M,717,345-4444,PHILADELPHIA,PA,19109,S,N,70000,3.07,0,0,0
Kishore,Babin,F,979,587-9178,AUSTIN,TX,78713,M,Y,85000,0.0,0,0,0
Shiho,Glymidakis,M,413,983-9673,SOUTH ORLEANS,MA,2662,S,Y,100000,5.3,3575,0,1000
Koos,Gras,F,928,909-8309,PINON,AZ,86510,S,N,85000,4.0325,2100,0,0
Yukinori,Taff,F,619,664-1695,SANTA MONICA,CA,90405,M,N,85000,9.3,0,174,0
Manuvir,Esteves,M,336,565-5901,TAYLORSVILLE,NC,28681,S,N,40000,6.571678,3300,0,0
Jerker,Hariharan,F,903,567-8139,GATESVILLE,TX,76597,M,Y,70000,0.0,0,0,0
Mattijs,Blakeman,M,801,170-2081,SALT LAKE CITY,UT,84139,M,N,5000,7.0,0,4950,0
Kenny,Rummel,F,567,513-9889,COLERAIN,OH,43916,S,N,65000,2.7036924,1300,0,0
Mandyam,Bitter,M,701,529-6733,BURLINGTON,ND,58722,M,Y,100000,2.914935,0,6600,3300
Kazutaki,Sinicrope,M,630,376-9466,HANNA CITY,IL,61536,S,N,25000,3.0,2000,0,0
Raimar,Peckham,M,303,680-8254,GRAND JUNCTION,CO,81505,M,Y,90000,4.63,0,0,0
Jega,Hillsberg,M,440,535-3801,EMPIRE,OH,43926,M,Y,65000,2.7036924,0,2600,1300
Michita,Biedassek,M,302,389-2407,WILMINGTON,DE,19890,M,Y,20000,3.2227273,0,220,110
Demetrios,Bergler,F,270,207-4989,BAXTER,KY,40806,M,N,70000,5.7222223,0,40,0
Falk,Stevens,M,319,829-2485,BRADGATE,IA,50520,M,Y,35000,5.567322,0,80,40
Chengjie,Zabih,F,615,317-1560,CLEVELAND,TN,37312,S,Y,85000,0.0,0,0,0
Kioumars,Bus,F,270,611-6102,VERSAILLES,KY,40384,M,N,10000,2.3888888,0,40,0
Ryouichi,Rajaraman,M,515,481-8720,DES MOINES,IA,50336,S,N,35000,5.567322,40,0,0
Islam,Betz,M,904,188-9810,DAYTONA BEACH,FL,32115,S,N,95000,0.0,0,0,0
Jitian,Schnelling,F,516,812-1040,SYOSSET,NY,11773,S,N,40000,4.1853657,0,0,0
